Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
38.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,4.9437433977686105,5.0
30.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,35,7.256579454198161,-1485.0
35.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,11.947005040069577,10.0
26.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,9.18308937467575,10.0
21.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,2.05073065227262,15.0
33.0,3.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,9.75022496800635,15.0
31.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,11,1.086308286666151,10.0
25.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,22,11.275297881833202,10.0
39.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,7.78364341285968,10.0
31.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,3.966238616609101,15.0
23.0,4.9,Windy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,1.0204638224598497,10.0
23.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,2.05073065227262,5.0
36.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,50,12.23143629545048,10.0
37.0,4.0,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,2.1670727239694423,15.0
28.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,25,1.9828503901757712,10.0
25.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,12,5.126218436574956,5.0
27.0,4.6,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,34,9.776224851401278,15.0
28.0,4.8,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,12.23143629545048,5.0
27.0,4.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,12.003597991599458,5.0
27.0,5.0,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28,7.581707731885626,10.0
33.0,3.9,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,42,13.32973175046904,5.0
31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,6.150786052666942,10.0
36.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,7.374001096812788,15.0
22.0,4.3,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,3.0857945487716765,5.0
24.0,4.6,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,24,4.100824730818559,15.0
25.0,4.5,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,5.418107777084521,10.0
31.0,4.9,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,3.2741593019703115,15.0
28.0,4.5,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,17,9.544116120677716,10.0
28.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,13,9.23753337259474,5.0
25.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,9.255319993574547,5.0
21.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,14.079485506055835,5.0
26.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,5.303495146248436,10.0
34.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,5.416213986327477,10.0
36.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,Urban,23,6.151515504574451,5.0
26.0,5.0,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,14,1.060712833189958,15.0
33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,8.92091289769144,5.0
26.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,9.8214610858342,15.0
39.0,4.9,Sandstorms,High,1,Drinks,scooter,2.0,No,Metropolitian,33,0.9920621214751978,5.0
34.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,7.929308166707512,5.0
39.0,4.3,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,42,11.947107373584243,10.0
24.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Urban,18,5.430527704551339,10.0
23.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Urban,24,5.457841449270053,10.0
31.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,9.4496648495163,5.0
22.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,3.258772676342588,15.0
36.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,1.0208033722708874,15.0
32.0,4.4,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,39,8.485209339153748,10.0
35.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,8.485357695567687,10.0
31.0,4.9,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,17,3.2748157866608465,15.0
36.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,4.2166171729914845,15.0
36.0,5.0,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,5.102487542541153,5.0
24.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,2.04146774157598,15.0
37.0,4.4,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,43,2.166336954842104,10.0
20.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,8.163275937661043,15.0
39.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.0914184163118967,15.0
39.0,4.1,Fog,Jam,1,Meal,motorcycle,2.0,Yes,Metropolitian,47,8.164031987156086,10.0
33.0,5.0,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,22,8.164107762678492,15.0
32.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,1.0040075541152218,15.0
31.0,4.9,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,30,5.416064896118868,5.0
23.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,2.2238984990192607,10.0
29.0,4.7,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,3.1102802643978187,15.0
28.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,15,4.243016310706664,15.0
21.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,16,5.55974580297909,5.0
39.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,43,14.07620674046292,15.0
20.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,8.73210213585004,15.0
28.0,4.9,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,10.943560229868725,10.0
28.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,6.716044109455043,10.0
21.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,4.345187601356233,10.0
30.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20,3.162555505778768,5.0
24.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,13.472317721363169,5.0
28.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,7.256579454198161,5.0
27.0,4.6,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,20,13.700639061299166,5.0
23.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,7.585118130649728,10.0
26.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,37,7.603468647537431,15.0
24.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.274351171306028,5.0
39.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,26,5.55974580297909,15.0
36.0,4.9,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,4.147637921062488,5.0
21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11,1.08314726784646,15.0
32.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,23,10.903503749641308,15.0
37.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,1.0254403256691187,10.0
26.0,4.1,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,35,14.11876924686726,5.0
36.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,41,10.007540311428052,10.0
36.0,4.5,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,27,2.190308731886254,15.0
32.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,54,9.746041508566798,10.0
23.0,4.9,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,15,8.403374097224342,15.0
23.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,7.931071168604019,10.0
27.0,4.5,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23,3.0758977424169256,15.0
28.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,8.409217219209022,10.0
26.0,4.1,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,3.1368342861369283,10.0
20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,13.786555269653611,15.0
27.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,17,5.250291934882505,5.0
21.0,4.9,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,10.007540311428052,15.0
22.0,5.0,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,3.110383692990152,10.0
39.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,34,3.258952860553786,15.0
28.0,4.5,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,14.078554351811446,10.0
21.0,4.8,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,14,6.153759892557826,5.0
27.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,35,11.910861396335992,15.0
21.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,3.2590324214239903,5.0
22.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,47,9.74824240825639,10.0
32.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,7.9294562966955935,15.0
22.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,18,2.1218894475402275,15.0
28.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,12,4.345377302677071,10.0
34.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,44,8.663324301078811,15.0
39.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38,9.180177108905456,10.0
25.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,10,8.48520043600397,5.0
36.0,4.4,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,31,4.204880011865468,5.0
35.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,9.240980387102772,5.0
29.0,4.6,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,13,3.077217260547662,15.0
25.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,5.456974357621635,10.0
36.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,3.076027942417697,10.0
21.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.9832266089972364,15.0
27.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,3.077217260547662,10.0
21.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,13.349934032090149,15.0
35.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,3.2592784628657068,15.0
23.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Urban,14,11.224375792647102,-1485.0
38.0,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,6.9397555206169725,5.0
34.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,17,3.258761539349857,5.0
32.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,2.12171273873141,10.0
36.0,4.0,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,6.12162590283265,15.0
36.0,4.8,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,21,14.455331161691964,15.0
23.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,16,3.249762755384742,10.0
26.0,4.2,Fog,High,2,Drinks,motorcycle,0.0,No,Metropolitian,33,4.333937152768452,10.0
22.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,13,1.0715021485635017,5.0
22.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,7.582183859692349,15.0
34.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,20,14.08489721753304,5.0
25.0,4.5,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,14,4.344984368430652,10.0
38.0,5.0,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,4.332423379873944,15.0
39.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,36,11.783792698563737,15.0
26.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Urban,19,3.1368382082843937,-1490.0
32.0,3.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,38,8.21375557716835,5.0
31.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,7.603642824281454,5.0
20.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,4.082302360082095,5.0
31.0,4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,5.103091772121996,10.0
31.0,4.3,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,11.918512333469202,10.0
36.0,4.6,Sandstorms,High,0,Snack,motorcycle,2.0,No,Urban,38,1.0914899616314044,15.0
20.0,4.5,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,12,1.90818786117526,15.0
21.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,8.292063575932385,10.0
36.0,5.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,13.785013998368465,10.0
23.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,3.1621792887961786,5.0
28.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,26,8.730484929368082,15.0
35.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,8.921840165332434,10.0
20.0,4.8,Stormy,High,0,Meal,motorcycle,0.0,No,Metropolitian,18,4.333937152768452,15.0
32.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,5.457100343787659,5.0
37.0,4.6,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,41,11.664434123017084,5.0
37.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,13.266652973860309,10.0
32.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,1.025585124908077,10.0
38.0,4.3,Fog,High,1,Drinks,motorcycle,0.0,No,Metropolitian,37,1.0286621805615286,15.0
28.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,12.23143629545048,10.0
36.0,4.3,Sandstorms,Jam,1,Drinks,scooter,1.0,Yes,Metropolitian,44,14.08082165271846,5.0
24.0,4.5,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,13,1.050205018841832,10.0
30.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,7.379203761930744,15.0
28.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,11.294723240213902,5.0
32.0,4.5,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,3.076084797939766,5.0
30.0,4.7,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,3.3358476850190417,15.0
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.78364341285968,5.0
24.0,4.7,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,16,2.103524855518673,15.0
22.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,5.25045251394854,15.0
26.0,4.8,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42,7.25646726137801,10.0
26.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,6.3098183044591964,10.0
24.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,14.455331161691964,5.0
22.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,9.328371408547502,15.0
25.0,4.5,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,3.110664108085482,10.0
25.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,15,2.103524855518673,10.0
32.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,11.919424924517878,15.0
37.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,1.1119492622115985,10.0
36.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,8.432940903703122,15.0
33.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,8.666933121753765,5.0
21.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,21,14.455331161691964,15.0
23.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,24,6.51695843018216,10.0
20.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,6.12354323736373,10.0
31.0,5.0,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,10.91553691063277,15.0
21.0,4.6,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,24,3.182386916882604,10.0
25.0,4.8,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,20,7.318382038673212,5.0
27.0,4.6,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,8.73034758220443,5.0
32.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,2.166552301591924,5.0
32.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,30,7.144046468424673,5.0
37.0,4.4,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31,3.110089298043585,5.0
25.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,11,8.202766526711857,5.0
34.0,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,8.668532172179859,5.0
24.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,20,7.639633244489975,15.0
24.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.0368646894639573,15.0
31.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,6.17050588891922,5.0
36.0,3.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,13.264571560298412,15.0
21.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,9.75180983057623,15.0
23.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,5.251891095631561,10.0
39.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,3.214350788903221,5.0
33.0,4.1,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,35,6.364970652236749,5.0
32.0,4.1,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,22,2.1728936442718334,15.0
30.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,49,13.25824539155612,10.0
20.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,13.926968784281636,10.0
31.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,20,1.9905254596162776,10.0
35.0,4.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,54,14.079610099828695,10.0
31.0,4.2,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,41,13.700639061299166,5.0
33.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,22,5.142272746552823,10.0
36.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,9.542880397523527,5.0
37.0,4.8,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,6.160138057107747,5.0
23.0,4.6,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,5.125886368929787,15.0
32.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,22,6.022419842262917,5.0
21.0,4.6,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,7.602447455655411,5.0
37.0,4.9,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,6.498224675709035,10.0
22.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,8.408747219837789,15.0
31.0,4.4,Stormy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,31,4.332580915202253,15.0
25.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,7.911524130863351,10.0
21.0,4.4,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,35,7.377904300347684,15.0
27.0,4.9,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,15,1.0542315767153856,5.0
34.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,47,12.882236762191724,15.0
24.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,11,2.2238984990192607,10.0
20.0,4.5,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,16,2.1672494557360733,5.0
32.0,4.3,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,4.345228578800184,15.0
21.0,4.7,Windy,Low,1,Snack,scooter,0.0,No,Urban,16,8.293980311741596,10.0
20.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,16,4.332423379873944,10.0
26.0,4.1,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,14.119425040976934,5.0
22.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,20,3.0620861228344958,5.0
34.0,4.6,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,43,8.730917714638222,15.0
29.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,6.220579518324816,5.0
38.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,6.547975794095657,5.0
29.0,4.5,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,25,4.201921776970194,15.0
26.0,4.6,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,18,4.146969677372084,10.0
31.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,3.3358476850190417,15.0
26.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,5.25624130182132,5.0
28.0,4.8,Fog,Jam,1,Drinks,scooter,2.0,Yes,Metropolitian,39,7.671612197655954,10.0
26.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,5.019120334596025,10.0
25.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,8.92072458126151,15.0
22.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Urban,35,11.664885157784628,15.0
20.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,23,6.517227516343888,10.0
35.0,4.6,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,22,10.548025319311805,5.0
37.0,4.1,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,48,1.985430751739658,15.0
35.0,4.2,Stormy,Jam,0,Snack,motorcycle,1.0,Yes,Urban,44,9.330412029303046,5.0
32.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,2.1829011011711947,10.0
35.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,2.041870546535988,15.0
22.0,4.8,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,16,3.076084797939766,5.0
20.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,8.293006920939774,15.0
35.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,3.2505183021696555,5.0
21.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,11.666200840396243,15.0
34.0,3.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,13.697563217695208,15.0
36.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,0.9952251340555188,10.0
27.0,4.9,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,29,2.1216494592937347,15.0
37.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,6.923153384420562,15.0
28.0,4.6,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,12,12.882236762191724,15.0
32.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,4.332939577996546,10.0
22.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,2.1725751274951697,5.0
31.0,4.6,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,6.671694684131345,5.0
31.0,5.0,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,25,1.049930548850178,5.0
21.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,12,9.775163210211762,-1490.0
21.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29,2.1673865191965542,10.0
20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,9.746963457116191,10.0
23.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,41,11.40167105204997,10.0
22.0,4.8,Sandstorms,High,2,Meal,motorcycle,1.0,No,Metropolitian,25,4.365471415605185,5.0
38.0,4.2,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,4.769866269188377,15.0
26.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,13.32973175046904,5.0
37.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37,13.323391987889304,10.0
