,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
9345,35.0,4.3,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,34,4.333937152768452,10.0
9346,26.0,4.7,Stormy,Low,2,Meal,motorcycle,0.0,No,Urban,18,1.0506828541757969,10.0
9347,31.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,30,1.1119492622115985,10.0
9348,37.0,4.4,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,41,7.177519897885946,5.0
9349,22.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,31,13.326512837911311,15.0
9350,28.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,10,6.517530120299087,10.0
9351,39.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38,9.750249327170197,15.0
9352,35.0,4.8,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,22,7.378323920872229,10.0
9353,36.0,4.6,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,23,3.967601674480556,15.0
9354,22.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,2.1086056169087635,15.0
9355,28.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,24,13.366851673922746,5.0
9356,24.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27,6.219469264365273,15.0
9357,39.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,2.09997729179178,15.0
9358,34.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,3.1622338316874443,10.0
9359,36.0,3.5,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,40,8.20100999521158,5.0
9360,33.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,21,4.447796794806982,10.0
9361,37.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,11.664388380286857,5.0
9362,33.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,27,3.151500208748111,10.0
9363,35.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,11.666200840396243,5.0
9364,33.0,4.8,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,45,2.05073065227262,10.0
9365,38.0,4.7,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,3.0117723656625093,5.0
9366,33.0,4.5,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,15,2.053889758300752,10.0
9367,28.0,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,7.934040699740712,10.0
9368,22.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,2.0414644622387352,5.0
9369,31.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,52,13.588347241860204,15.0
9370,39.0,4.1,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Semi-Urban,48,11.22085713488119,10.0
9371,34.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.9294562966955935,5.0
9372,24.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,5.354895595512405,10.0
9373,26.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,11,13.92137842104722,10.0
9374,34.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,23,14.076468483392178,10.0
9375,38.0,4.5,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36,13.786647806144355,15.0
9376,28.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,1.0039851069995802,10.0
9377,39.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,18,8.201238345291635,5.0
9378,23.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Urban,18,7.585118130649728,5.0
9379,25.0,4.8,Sunny,Medium,2,Snack,motorcycle,1.0,No,Urban,10,4.447796794806982,5.0
9380,37.0,5.0,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,4.201755109956184,10.0
9381,24.0,4.7,Fog,High,1,Snack,scooter,1.0,No,Urban,21,2.073443522886293,15.0
9382,27.0,4.3,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,45,4.334614648550565,15.0
9383,38.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,8.570145405176701,10.0
9384,28.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,15,3.258952860553786,15.0
9385,27.0,4.4,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,8.668449767991913,15.0
9386,35.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,29,5.4314321017114695,5.0
9387,33.0,4.0,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,34,5.970075668947583,5.0
9388,37.0,4.9,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,6.325291326070763,10.0
9389,29.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,5.45706661759551,10.0
9390,30.0,3.7,Windy,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,44,7.424891886028742,15.0
9391,29.0,4.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,24,11.40167105204997,5.0
9392,34.0,5.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,14.119564103609536,10.0
9393,24.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,13.045381516174286,5.0
9394,36.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,43,10.897185442915363,10.0
9395,28.0,4.6,Windy,High,1,Buffet,scooter,0.0,No,Metropolitian,29,4.33334931004229,5.0
9396,25.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,6.219469264365273,5.0
9397,38.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,13.701825070446375,10.0
9398,35.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,27,9.18308937467575,15.0
9399,27.0,4.6,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,24,6.671694684131345,10.0
9400,30.0,5.0,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,27,3.258441375499313,15.0
9401,31.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.3358476850190417,5.0
9402,27.0,4.9,Sandstorms,High,1,Meal,scooter,0.0,No,Urban,20,0.9910936445573444,5.0
9403,36.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,27,5.304306730394271,5.0
9404,36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,11.22491140416772,10.0
9405,26.0,4.9,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,19,7.603714620711106,10.0
9406,33.0,4.3,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,39,2.166552301591924,15.0
9407,36.0,4.2,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,2.182779013675361,10.0
9408,23.0,5.0,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,5.103246967019513,5.0
9409,30.0,4.8,Windy,High,2,Meal,motorcycle,0.0,No,Metropolitian,27,1.0543570722450428,15.0
9410,29.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,12,8.40428236928415,10.0
9411,23.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,18,3.1623298825405257,5.0
9412,39.0,4.4,Fog,Medium,2,Buffet,scooter,2.0,No,Metropolitian,44,8.215180605975247,10.0
9413,28.0,5.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,3.076530346018434,15.0
9414,30.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,24,2.1829428569079283,5.0
9415,28.0,4.0,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,6.9397555206169725,5.0
9416,24.0,4.6,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,17,5.416128867015428,10.0
9417,37.0,4.4,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,34,6.302078233661264,5.0
9418,22.0,4.4,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,36,7.144204634671117,15.0
9419,37.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,13.26400755679167,10.0
9420,31.0,5.0,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,32,2.974428094466656,15.0
9421,38.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,23,9.330098168717331,5.0
9422,35.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,17,5.950876050753861,15.0
9423,22.0,5.0,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,15,3.076027942417697,-1485.0
9424,38.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,16,3.077217260547662,15.0
9425,29.0,3.8,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,3.182758454457689,10.0
9426,35.0,5.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,7.377138780142764,10.0
9427,38.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,8.730661235650784,5.0
9428,26.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,19,6.671694684131345,15.0
9429,22.0,4.9,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,25,2.121048890895893,15.0
9430,29.0,4.8,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,7.9294562966955935,10.0
9431,33.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,10,5.418024324055156,10.0
9432,21.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,8.895591963759975,5.0
9433,21.0,4.6,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,2.073959111082392,15.0
9434,29.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,28,2.167340281319142,5.0
9435,37.0,4.0,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,37,9.484335387619817,15.0
9436,29.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,9.45350928622463,10.0
9437,25.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,3.8160924536051257,15.0
9438,22.0,4.2,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,40,13.662919117754216,15.0
9439,25.0,4.5,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Urban,17,13.651601284841844,5.0
9440,26.0,5.0,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,15,7.585091271219261,15.0
9441,20.0,5.0,Sunny,Medium,1,Meal,scooter,0.0,No,Urban,12,3.96533454916557,5.0
9442,30.0,4.9,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,26,1.049930548850178,15.0
9443,20.0,5.0,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,6.499131018516662,10.0
9444,39.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,14.047564524508276,15.0
9445,28.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,13.366898352441256,10.0
9446,31.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,5.457120573157006,10.0
9447,38.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,29,7.199037649255567,5.0
9448,32.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,10.007540311428052,15.0
9449,20.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,29,5.93427154573186,15.0
9450,38.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,6.923006291308946,5.0
9451,35.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.243516123346573,15.0
9452,20.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,2.0078484342649783,10.0
9453,23.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,1.0502181038504446,15.0
9454,33.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,18,2.1829428569079283,10.0
9455,30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,4.959433640462963,15.0
9456,29.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,1.0286552089208538,10.0
9457,35.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,6.364993581636506,10.0
9458,24.0,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,12,4.959282757125121,15.0
9459,38.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,3.076600414634361,15.0
9460,34.0,4.5,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,13.782639664288943,10.0
9461,22.0,4.7,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,6.320758762498843,10.0
9462,35.0,4.5,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,27,9.227774321284548,15.0
9463,25.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,7.352402743275501,10.0
9464,35.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,23,5.55974580297909,5.0
9465,37.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,8.66688716134063,10.0
9466,27.0,4.6,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,19,14.455331161691964,15.0
9467,34.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,7.256579454198161,15.0
9468,24.0,5.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,27,6.517532609035508,15.0
9469,23.0,4.6,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,21,4.956448362901369,5.0
9470,20.0,4.4,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,8.895591963759975,5.0
9471,37.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,13.472633194315533,10.0
9472,37.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,2.073659262651048,15.0
9473,38.0,4.2,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,7.151573298324102,10.0
9474,30.0,4.9,Windy,High,1,Meal,scooter,0.0,No,Metropolitian,28,1.0863051000948605,5.0
9475,35.0,4.8,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,2.1026838224909805,15.0
9476,38.0,4.8,Sunny,High,2,Snack,scooter,0.0,No,Urban,15,2.0572578201450717,15.0
9477,31.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,3.250995205821269,5.0
9478,26.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,16,1.0914089826929183,5.0
9479,22.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.517227516343888,15.0
9480,26.0,4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,26,1.1119492622115985,5.0
9481,38.0,3.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,40,13.786647806144355,15.0
9482,37.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,19,9.545598221345072,5.0
9483,28.0,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,1.08314726784646,10.0
9484,31.0,4.4,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,3.2851906688021097,10.0
9485,36.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,2.1660951533320327,15.0
9486,38.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,7.175714599300685,15.0
9487,22.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,10,11.947005040069577,10.0
9488,37.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,32,10.007540311428052,10.0
9489,32.0,4.2,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,7.583679290521433,5.0
9490,39.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,29,1.028691257974835,10.0
9491,35.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18,1.08331333290256,5.0
9492,26.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,11.94739368255477,5.0
9493,37.0,4.6,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,45,9.545652195265236,5.0
9494,23.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,29,9.544581426324648,5.0
9495,25.0,4.7,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,13,5.55974580297909,10.0
9496,28.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,13.474727061008693,10.0
9497,37.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,1.0837188813793064,5.0
9498,27.0,4.9,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,6.548433305316816,15.0
9499,32.0,4.8,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,1.0608609061350531,5.0
9500,37.0,4.2,Fog,Medium,2,Snack,motorcycle,1.0,Yes,Metropolitian,43,8.485209339153748,5.0
9501,38.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,32,5.55974580297909,15.0
9502,38.0,3.8,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,13.697984086337156,15.0
9503,38.0,5.0,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,25,1.0269800930632684,10.0
9504,38.0,4.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,6.49914633197199,10.0
9505,26.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,13,6.500694644586887,10.0
9506,25.0,4.9,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,17,7.176479446399682,5.0
9507,27.0,5.0,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,9.4496648495163,10.0
9508,33.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,6.500643823664742,10.0
9509,37.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,31,2.182799702132115,10.0
9510,30.0,4.5,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,27,8.432940903703122,15.0
9511,39.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,6.364993581636506,5.0
9512,30.0,4.7,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,14.234163584740465,15.0
9513,38.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,1.036756843867465,10.0
9514,22.0,4.5,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,20,3.149870101543405,15.0
9515,38.0,4.6,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20,9.54452235003892,15.0
9516,39.0,5.0,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,30,4.243070604801287,10.0
9517,33.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,5.456649496980363,-1485.0
9518,24.0,4.7,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,21,7.352402743275501,10.0
9519,32.0,4.2,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38,10.943215323354387,5.0
9520,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,0.9595425559568904,5.0
9521,26.0,4.7,Windy,Jam,1,Meal,scooter,0.0,No,Urban,11,6.324555097493961,5.0
9522,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,1.028691257974835,10.0
9523,31.0,4.7,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,34,4.101887762437474,10.0
9524,32.0,4.0,Sandstorms,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,33,4.101695943189968,10.0
9525,32.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,2.9744442252078174,5.0
9526,25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,1.9186791421347271,5.0
9527,20.0,4.9,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,8.161550285564603,5.0
9528,32.0,4.7,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,25,1.053879790292131,15.0
9529,21.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,6.501660471691102,15.0
9530,26.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,10,8.293980311741596,5.0
9531,30.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,5.430902567781196,15.0
9532,32.0,5.0,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Urban,10,1.0253939013748217,10.0
9533,28.0,5.0,Sandstorms,High,1,Meal,motorcycle,1.0,No,Urban,28,2.1673865191965542,10.0
9534,26.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,5.417174988198841,15.0
9535,32.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,3.2504359562653966,15.0
9536,29.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,1.1119492622115985,15.0
9537,27.0,4.7,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,13,2.1660550551143927,10.0
9538,36.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,36,8.40609357324041,10.0
9539,37.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,12.00439806717784,5.0
9540,31.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,7.424839252714435,10.0
9541,24.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,4.3338160892410125,15.0
9542,21.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,7.144080929014406,15.0
9543,33.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,16,2.052202126455752,5.0
9544,21.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.176242506839462,15.0
9545,35.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,19,1.0914690931227722,10.0
9546,34.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,7.352201571850768,5.0
9547,22.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,29,5.126218436574956,15.0
9548,34.0,4.7,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,16,2.973941086881169,5.0
9549,37.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,8.227176337725593,-1485.0
9550,21.0,4.7,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38,2.108367636746045,10.0
9551,35.0,5.0,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,14.232570792227875,10.0
9552,21.0,4.5,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,16,5.270455835971817,10.0
9553,26.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,5.414689370123655,15.0
9554,20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,6.324670639720778,10.0
9555,22.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,16,3.1623298825405257,10.0
9556,27.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,9.775163210211762,5.0
9557,38.0,4.8,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,41,1.9832949571140976,15.0
9558,37.0,5.0,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,16,3.2590950797132923,5.0
9559,32.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,4.08214418917832,5.0
9560,20.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,11.916311144382696,5.0
9561,26.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,24,6.570151701517599,5.0
9562,29.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,5.269740197486437,-1485.0
9563,24.0,4.6,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,9.184274300619697,15.0
9564,27.0,4.5,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,5.55974580297909,5.0
9565,23.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,22,9.456569467087192,10.0
9566,39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,1.004002065577332,5.0
9567,30.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,39,2.0572743452315048,5.0
9568,22.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16,1.1119492622115985,5.0
9569,29.0,4.9,Stormy,Low,2,Meal,motorcycle,0.0,No,Urban,15,5.947474192566999,15.0
9570,29.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,1.0261384480787528,5.0
9571,35.0,4.5,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,18,6.022760473303412,5.0
9572,23.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,2.1009474329890976,5.0
9573,39.0,5.0,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,2.172568751807809,10.0
9574,24.0,4.8,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,13.645277918869722,15.0
9575,30.0,4.1,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,40,11.91771363806576,15.0
9576,28.0,4.5,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,5.183622018805411,5.0
9577,37.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,15,8.164031987156086,10.0
9578,34.0,4.9,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,27,0.991401601489558,10.0
9579,37.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,13.784480662248288,15.0
9580,31.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,12.849111116935962,10.0
9581,28.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,23,3.2742106921463354,5.0
9582,39.0,4.9,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,26,8.730230530426036,5.0
9583,28.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,16,1.050205018841832,15.0
9584,28.0,5.0,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,17,11.916342101589096,5.0
