Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
32.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,2.1665523015919237,5.0
38.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,5.55974580297909,15.0
33.0,4.7,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,8.202766526711857,10.0
39.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,21,11.274372094921693,5.0
33.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,4.216694161097679,5.0
20.0,5.0,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,24,11.402680844017809,15.0
35.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,5.019173300570671,15.0
37.0,4.2,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,8.665157020098277,5.0
26.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.836822904020752,15.0
28.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,1.0253743485541174,5.0
21.0,4.7,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,13.47498215850657,10.0
25.0,4.8,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,15,11.7824822668317,5.0
22.0,4.7,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,8.408747219837789,15.0
28.0,4.0,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,34,4.101310829944036,10.0
36.0,4.9,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,28,1.1119492622115983,15.0
32.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,11.224716852585452,10.0
31.0,4.2,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,40,10.007540311428052,10.0
24.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,2.1080632515423336,5.0
37.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,2.2238984990192607,5.0
21.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,21,2.166582957853219,5.0
34.0,4.6,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,3.3358476850190417,15.0
32.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Urban,20,10.007540311428052,5.0
22.0,4.8,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,5.55974580297909,15.0
34.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,9.25524113063183,15.0
26.0,4.9,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,17,4.082254715008099,15.0
22.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,8.432399769675673,10.0
36.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,13.367211630693026,15.0
30.0,5.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,4.20048966495438,5.0
27.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,14.186531747233627,5.0
37.0,4.1,Sandstorms,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,9.775977803245308,5.0
35.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,6.1705058889192195,15.0
20.0,4.7,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,6.671694684131345,10.0
31.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,2.877912862717478,15.0
33.0,4.6,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,26,3.182758454457689,15.0
24.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,20,7.635562473870968,10.0
33.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,14.18540073700036,5.0
27.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,15,5.417132255852288,15.0
35.0,4.4,Fog,High,2,Snack,electric_scooter,2.0,Yes,Metropolitian,39,4.106568796553558,5.0
37.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,3.1539309202008914,15.0
39.0,4.1,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,31,3.0765283767202414,15.0
27.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,6.131503153253585,5.0
38.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,3.9705116796396633,10.0
27.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,8.895591963759975,15.0
21.0,4.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,19,11.916627097330842,15.0
27.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,6.219614638398145,15.0
27.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,20,2.9856249017698246,10.0
22.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,9.184742244430259,10.0
26.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,13.589436605975907,15.0
31.0,4.9,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,7.199280089168919,10.0
37.0,4.8,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,24,7.42475432207838,15.0
29.0,4.7,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,33,0.991466838670403,10.0
23.0,4.9,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,23,14.455331161691964,10.0
35.0,4.4,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,31,12.231436295450479,15.0
33.0,4.5,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,27,4.101106297687123,15.0
27.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,8.730306235947761,15.0
35.0,4.5,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,19,4.243016310706664,10.0
39.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,12.882505492670495,5.0
33.0,4.0,Windy,High,1,Meal,motorcycle,1.0,No,Urban,31,4.101322875351129,15.0
24.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,21,9.407967806424129,15.0
28.0,4.9,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,27,9.639387829763036,10.0
21.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.9832266089972364,15.0
31.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,8.20100999521158,5.0
38.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,42,11.664434123017083,10.0
30.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,5.3029814819869845,15.0
33.0,5.0,Stormy,Low,1,Snack,scooter,0.0,No,Urban,29,5.268803262164547,15.0
38.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,2.1010637572451816,10.0
24.0,4.7,Fog,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,23,6.298527044005475,15.0
24.0,3.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,3.0617211658422834,10.0
34.0,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,6.500279843533316,15.0
34.0,4.6,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,27,3.9654483106696023,15.0
36.0,5.0,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,14.048286880355318,5.0
27.0,4.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,32,8.920958806889354,15.0
32.0,4.1,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,7.257097170807864,5.0
29.0,2.5,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,35,11.910861396335992,15.0
27.0,5.0,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,2.1728936442718334,5.0
32.0,5.0,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,28,0.9920319656029489,15.0
21.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,3.0765016835711316,15.0
22.0,5.0,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,21,7.603287642203844,10.0
39.0,5.0,Windy,High,1,Buffet,scooter,1.0,No,Urban,33,2.1673849020119778,5.0
20.0,4.1,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,13.475703071877009,10.0
35.0,4.2,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,35,11.275710813309393,10.0
30.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,32,3.2129534193532066,5.0
39.0,5.0,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,25,4.2018730070264745,10.0
36.0,4.9,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,21,3.27411278516211,5.0
27.0,5.0,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,11.22491140416772,10.0
21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11,1.08314726784646,15.0
26.0,4.9,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Urban,18,1.1119492622115983,10.0
34.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,9.329927091787372,15.0
22.0,4.9,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,16,9.542880397523529,10.0
21.0,4.6,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,11.9124710891797,5.0
24.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16,12.003802189402675,15.0
31.0,3.9,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,9.328473424564027,10.0
31.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,6.499325307589222,5.0
35.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,4.380497348770748,10.0
23.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20,4.082864784787139,5.0
25.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,5.14262944972324,10.0
28.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,9.74664078749292,5.0
38.0,4.4,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,6.273153429151084,5.0
29.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,26,11.916247877243983,5.0
38.0,4.6,Stormy,High,1,Snack,scooter,0.0,No,Urban,25,1.1119492622115983,5.0
39.0,5.0,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,27,8.689371208868048,10.0
32.0,5.0,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,3.0757572787885548,10.0
32.0,4.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,6.500427646736993,15.0
23.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,13.873894810223817,10.0
34.0,4.3,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,5.25045251394854,15.0
23.0,4.8,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,1.0209737201319613,15.0
21.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,1.0253892245062088,5.0
26.0,4.5,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,11,4.365737345500273,10.0
23.0,5.0,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,7.143789091448984,15.0
27.0,4.2,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,33,11.40330331382866,5.0
35.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,26,6.12385501106556,5.0
30.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Urban,24,2.182779013675361,5.0
38.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,30,6.569898219259302,5.0
28.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,8.408747219837789,5.0
20.0,4.8,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,6.15083810497863,5.0
39.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Urban,24,5.361953943886036,10.0
25.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,0.9920319656029489,15.0
28.0,4.8,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,5.418599664814538,5.0
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,13.872850857304037,15.0
34.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,48,6.152385204567908,10.0
33.0,3.7,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,8.292063575932385,5.0
33.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,23,9.77420042222573,5.0
24.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,8.66853266014871,5.0
27.0,4.6,Windy,Low,2,Meal,scooter,0.0,No,Urban,12,6.670145877940522,15.0
22.0,5.0,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,12,12.883474711158504,15.0
32.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,1.0914177518350978,10.0
23.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40,8.485100630371388,10.0
28.0,5.0,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,17,11.913145045779615,5.0
27.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,13,4.345621911361465,15.0
22.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,28,9.329255786331807,10.0
21.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,39,10.007540311428052,15.0
22.0,4.6,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,29,3.1824458074327757,5.0
37.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,1.0609662091480352,15.0
25.0,4.2,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,46,6.426727800537628,15.0
22.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,5.55974580297909,-1485.0
34.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,44,8.663324301078811,15.0
24.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,29,7.959479228136893,15.0
34.0,4.2,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,14.082555582761724,5.0
22.0,4.8,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,7.140678645290775,5.0
27.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,14,4.344740236585485,10.0
34.0,3.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,36,7.425062276313685,15.0
39.0,4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,16,3.3358476850190417,10.0
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.78364341285968,5.0
34.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,2.0534334753163583,15.0
26.0,4.9,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,24,12.042553000869887,10.0
37.0,4.8,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,8.730336620583625,5.0
28.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,11.545716180305794,15.0
31.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,3.2493834004937803,5.0
31.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,2.1675595388257083,10.0
36.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,3.314730011380187,10.0
21.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,12.231436295450479,10.0
32.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,6.671694684131345,5.0
26.0,4.7,Fog,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,48,11.918398898925608,5.0
33.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,21,4.447796794806982,5.0
35.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,46,9.775280361980304,15.0
30.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,8.920075686090346,10.0
24.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,2.1725565879986584,10.0
39.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,9.329316718177461,5.0
37.0,4.4,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,39,7.58216598727154,10.0
39.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,21,9.54558820252354,15.0
21.0,4.3,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,12.006028835871124,5.0
38.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,2.1673943004926652,10.0
33.0,4.3,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,40,13.699352542953369,10.0
34.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,4.28464827389254,5.0
29.0,2.5,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,44,13.697563217695208,10.0
37.0,4.3,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,35,9.54510764667783,15.0
20.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,11.401338213865262,10.0
20.0,5.0,Fog,High,2,Drinks,motorcycle,0.0,No,Metropolitian,29,4.199698985376555,15.0
37.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,6.302250603885755,15.0
22.0,5.0,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,1.05388451287248,15.0
26.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,6.671694684131345,5.0
26.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,8.583688732984584,10.0
32.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,7.498699309283211,5.0
23.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,12.882505492670495,-1485.0
23.0,4.6,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Urban,10,2.0997971794346153,15.0
26.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,8.583712619035117,15.0
27.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,8.689793565155245,10.0
33.0,4.4,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,8.73210213585004,10.0
39.0,4.0,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,1.0207723583571506,5.0
29.0,4.5,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,8.483892281323582,15.0
20.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,1.0506444062209253,10.0
25.0,4.8,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,11,13.367006016714535,5.0
23.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,5.947474192566999,5.0
24.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,1.98304048434681,5.0
25.0,4.8,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,15,3.258800496684229,10.0
37.0,4.8,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,6.160138057107747,5.0
39.0,4.0,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,38,11.546709029853933,15.0
25.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,1.0914188951767152,15.0
37.0,4.8,Sunny,Low,2,Buffet,motorcycle,0.0,No,Urban,10,2.0405799381114043,10.0
31.0,4.5,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,2.053705847233715,15.0
29.0,5.0,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,1.0950161956842048,5.0
30.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,13,5.356730851966489,10.0
26.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,7.257630106303477,15.0
20.0,4.9,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Urban,10,6.219965549988327,10.0
29.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,14,1.060735646069159,5.0
28.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,3.080722986799335,15.0
29.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,26,8.920242360945082,5.0
25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,13.784716443309678,5.0
24.0,4.7,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,1.0864128953942338,10.0
33.0,4.7,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,9.74824240825639,5.0
39.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,5.723717648621832,10.0
24.0,4.6,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,13,2.073915800842771,5.0
35.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,7.3758906870842065,10.0
33.0,4.3,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,37,5.416128867015428,15.0
29.0,4.4,Sunny,High,0,Buffet,motorcycle,2.0,No,Metropolitian,43,4.147065004269898,5.0
22.0,4.7,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,14,4.365465944583437,5.0
22.0,4.7,Fog,High,2,Meal,electric_scooter,0.0,No,Metropolitian,20,4.344932404595468,10.0
24.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,47,12.85334083601958,10.0
21.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,34,8.630641377955143,5.0
35.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,9.330097789692518,15.0
33.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,2.172697135217516,10.0
36.0,4.6,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,4.344971872404569,5.0
37.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,5.416128867015428,15.0
36.0,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,6.220033400193231,5.0
24.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,2.2238984990192607,15.0
30.0,5.0,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,2.172697135217516,5.0
21.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,11.914035087391078,10.0
23.0,4.9,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,9.82162800773318,5.0
22.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,22,6.671694684131345,5.0
38.0,4.6,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,22,13.262815247769417,5.0
29.0,4.5,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,6.548580887175172,10.0
25.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,2.0510761448444934,5.0
30.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,28,3.0765283767202414,10.0
25.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,28,3.9653399994424383,15.0
23.0,4.9,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,5.456668728796968,15.0
31.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,7.425542417427367,10.0
32.0,4.7,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,6.498224675709035,15.0
32.0,4.5,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20,5.227663393255699,10.0
29.0,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,27,8.665177453406972,15.0
34.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,5.304249769667658,5.0
36.0,4.6,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Urban,37,7.929291065977059,5.0
37.0,4.9,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,19,3.258951617674847,10.0
27.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,5.756623027754557,5.0
26.0,4.5,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,6.4976370223613955,10.0
23.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,19,8.29414452742995,5.0
24.0,4.6,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,13,4.203554528841773,5.0
31.0,4.1,Fog,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,43,11.552373301156647,5.0
27.0,4.9,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,6.2201358611047795,5.0
27.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,27,5.475519608649699,5.0
28.0,4.1,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,11.401338213865262,5.0
28.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Urban,14,14.082702667614251,5.0
37.0,4.6,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,15,2.057236709344078,10.0
34.0,4.8,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,33,3.160658814007425,15.0
32.0,4.7,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,25,7.78364341285968,10.0
28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,2.0509980668790737,15.0
34.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,34,1.0367537149656794,15.0
21.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,7.585046054302585,10.0
21.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,9.750051233320239,15.0
27.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,11.591283872656229,15.0
20.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,11.9482626695892,5.0
26.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,5.431513566859686,15.0
